brand_id;brand_name;sponsorship_deals;product_types;location;annual_revenue;contact_email;phone_number;website;
958;Puma;National Team;Basketball;Senegal;$15.1B;contact@puma.com;1 859 038 612;https://www.puma.com;
934;Kappa;Football Club;Football Club;Tanzania;$9.1B;contact@kappa.com;1 916 934 124;https://www.kappa.com;
219;AY Sport;National Team;Footwear;South Africa;$10.4B;contact@ay sport.com;296 812 353;https://www.ay sport.com;
437;Masita;Football Club;Footwear;Zambia;$25.5B;contact@masita.com;275 366 513;https://www.masita.com;
892;Puma;National Team;Football Club;South Africa;$16.3B;contact@puma.com;646 229 561;https://www.puma.com;
922;Le Coq Sportif;National Team;National Team;Nigeria;$31.9B;contact@le coq sportif.com;489 641 997;https://www.le coq sportif.com;
162;Erreà;National Team;National Team;Egypt;$24.7B;contact@erreà.com;2 183 157 480;https://www.erreà.com;
223;Le Coq Sportif;Football Club;National Team;Nigeria;$16.9B;contact@le coq sportif.com;692 142 003;https://www.le coq sportif.com;
412;Adidas;Basketball Team;Sportswear;Ghana;$7.0B;contact@adidas.com;625 485 883;https://www.adidas.com;
182;Puma;National Team;National Team;Nigeria;$47.8B;contact@puma.com;1 308 931 549;https://www.puma.com;
103;Nike;National Team;Footwear;South Africa;$21.8B;contact@nike.com;1 791 876 058;https://www.nike.com;
874;Adidas;Football Club;Football Club;Nigeria;$23.8B;contact@adidas.com;1 275 125 645;https://www.adidas.com;
771;Masita;National Team;Sportswear;Nigeria;$15.5B;contact@masita.com;1 878 731 151;https://www.masita.com;
530;Adidas;Basketball Team;Footwear;Algeria;$33.3B;contact@adidas.com;332 954 885;https://www.adidas.com;
824;Puma;Basketball Team;Football Club;Kenya;$39.0B;contact@puma.com;928 216 427;https://www.puma.com;
641;Erreà;National Team;Football Club;Nigeria;$32.4B;contact@erreà.com;1 821 114 408;https://www.erreà.com;
72;AY Sport;Basketball Team;Footwear;Algeria;$30.0B;contact@ay sport.com;1 721 643 786;https://www.ay sport.com;
506;Erreà;National Team;Footwear;Egypt;$23.6B;contact@erreà.com;1 321 793 209;https://www.erreà.com;
161;Erreà;Football Club;Footwear;Kenya;$22.8B;contact@erreà.com;865 756 448;https://www.erreà.com;
111;Puma;Basketball Team;Basketball;Nigeria;$34.8B;contact@puma.com;1 791 627 879;https://www.puma.com;
806;Nike;Football Club;Footwear;Kenya;$5.3B;contact@nike.com;2 433 545 514;https://www.nike.com;
972;Nike;National Team;Footwear;Egypt;$24.4B;contact@nike.com;2 009 402 474;https://www.nike.com;
575;Erreà;Football Club;Football Club;Senegal;$20.1B;contact@erreà.com;628 596 245;https://www.erreà.com;
1000;Masita;Football Club;Sportswear;Tanzania;$38.1B;contact@masita.com;2 484 527 901;https://www.masita.com;
30;Nike;Basketball Team;Basketball;Kenya;$46.5B;contact@nike.com;941 334 880;https://www.nike.com;
202;Erreà;Basketball Team;Sportswear;South Africa;$16.5B;contact@erreà.com;1 459 736 604;https://www.erreà.com;
610;Erreà;Football Club;Football Club;Ghana;$42.8B;contact@erreà.com;1 336 917 174;https://www.erreà.com;
707;Erreà;National Team;Basketball;Kenya;$40.6B;contact@erreà.com;2 451 918 706;https://www.erreà.com;
202;Erreà;National Team;Basketball;Nigeria;$33.7B;contact@erreà.com;1 278 091 364;https://www.erreà.com;
935;Le Coq Sportif;National Team;Football Club;Kenya;$13.2B;contact@le coq sportif.com;2 323 366 790;https://www.le coq sportif.com;
148;Puma;Football Club;Footwear;Algeria;$42.0B;contact@puma.com;2 123 366 635;https://www.puma.com;
888;Puma;Basketball Team;Sportswear;Egypt;$25.5B;contact@puma.com;2 054 577 954;https://www.puma.com;
492;Puma;Basketball Team;Sportswear;Algeria;$39.2B;contact@puma.com;649 946 233;https://www.puma.com;
537;Puma;Basketball Team;Basketball;Tunisia;$23.4B;contact@puma.com;2 474 187 804;https://www.puma.com;
861;Le Coq Sportif;Basketball Team;Footwear;Nigeria;$24.1B;contact@le coq sportif.com;1 094 683 525;https://www.le coq sportif.com;
102;Adidas;Football Club;National Team;Tunisia;$24.2B;contact@adidas.com;1 653 814 561;https://www.adidas.com;
726;Adidas;National Team;Footwear;Nigeria;$18.8B;contact@adidas.com;2 298 227 873;https://www.adidas.com;
738;Masita;National Team;Sportswear;Egypt;$23.6B;contact@masita.com;2 411 252 849;https://www.masita.com;
150;Kappa;National Team;Footwear;Tanzania;$30.3B;contact@kappa.com;2 535 314 066;https://www.kappa.com;
767;Erreà;National Team;Basketball;Nigeria;$18.1B;contact@erreà.com;1 167 841 745;https://www.erreà.com;
140;Nike;Football Club;Basketball;Egypt;$43.4B;contact@nike.com;2 375 557 640;https://www.nike.com;
186;Puma;Basketball Team;Basketball;Tanzania;$18.2B;contact@puma.com;773 421 241;https://www.puma.com;
541;Kappa;National Team;National Team;Algeria;$41.4B;contact@kappa.com;1 805 679 011;https://www.kappa.com;
168;AY Sport;Basketball Team;Sportswear;Algeria;$29.8B;contact@ay sport.com;2 085 169 589;https://www.ay sport.com;
36;Erreà;Football Club;Footwear;Tanzania;$13.5B;contact@erreà.com;1 673 826 177;https://www.erreà.com;
830;Adidas;Football Club;Sportswear;Kenya;$10.3B;contact@adidas.com;2 429 383 944;https://www.adidas.com;
290;Adidas;Basketball Team;Basketball;South Africa;$32.0B;contact@adidas.com;1 914 321 799;https://www.adidas.com;
293;Erreà;Basketball Team;Footwear;Tanzania;$38.7B;contact@erreà.com;824 589 343;https://www.erreà.com;
666;Nike;Basketball Team;National Team;Senegal;$31.5B;contact@nike.com;2 064 562 244;https://www.nike.com;
772;Le Coq Sportif;Basketball Team;Footwear;Ghana;$14.0B;contact@le coq sportif.com;317 215 131;https://www.le coq sportif.com;
952;Puma;Football Club;Sportswear;Ghana;$44.6B;contact@puma.com;1 568 878 983;https://www.puma.com;
927;Masita;Football Club;Sportswear;Tunisia;$33.4B;contact@masita.com;322 156 088;https://www.masita.com;
490;Puma;Football Club;Basketball;Kenya;$41.5B;contact@puma.com;1 834 552 182;https://www.puma.com;
117;Adidas;Basketball Team;Sportswear;Zambia;$45.8B;contact@adidas.com;2 096 457 910;https://www.adidas.com;
239;Puma;National Team;National Team;South Africa;$19.2B;contact@puma.com;628 168 422;https://www.puma.com;
492;AY Sport;Football Club;Football Club;Algeria;$26.2B;contact@ay sport.com;958 993 340;https://www.ay sport.com;
938;Adidas;Basketball Team;National Team;Egypt;$8.5B;contact@adidas.com;2 179 928 511;https://www.adidas.com;
522;Nike;Football Club;Basketball;Uganda;$42.4B;contact@nike.com;1 411 114 091;https://www.nike.com;
345;Le Coq Sportif;Basketball Team;Basketball;Ghana;$18.1B;contact@le coq sportif.com;1 165 127 097;https://www.le coq sportif.com;
178;Le Coq Sportif;Basketball Team;Footwear;Nigeria;$29.6B;contact@le coq sportif.com;1 175 344 181;https://www.le coq sportif.com;
371;Erreà;Basketball Team;Footwear;Tanzania;$34.1B;contact@erreà.com;2 366 543 316;https://www.erreà.com;
137;Erreà;Football Club;Sportswear;Zambia;$35.0B;contact@erreà.com;1 651 486 272;https://www.erreà.com;
596;Erreà;Football Club;Footwear;Uganda;$42.9B;contact@erreà.com;1 743 248 618;https://www.erreà.com;
800;Masita;Football Club;National Team;Zambia;$17.0B;contact@masita.com;1 071 258 498;https://www.masita.com;
871;Puma;Basketball Team;Football Club;Egypt;$32.8B;contact@puma.com;2 519 818 862;https://www.puma.com;
358;Puma;Football Club;National Team;Senegal;$16.8B;contact@puma.com;1 065 374 691;https://www.puma.com;
600;Masita;Basketball Team;Basketball;Zambia;$46.3B;contact@masita.com;644 748 716;https://www.masita.com;
760;Le Coq Sportif;National Team;Footwear;Algeria;$15.4B;contact@le coq sportif.com;2 514 162 933;https://www.le coq sportif.com;
671;AY Sport;National Team;Basketball;Nigeria;$21.0B;contact@ay sport.com;1 077 669 834;https://www.ay sport.com;
464;Puma;Basketball Team;Footwear;Uganda;$25.8B;contact@puma.com;877 119 182;https://www.puma.com;
610;Nike;National Team;Footwear;Senegal;$18.4B;contact@nike.com;208 564 761;https://www.nike.com;
596;Le Coq Sportif;Basketball Team;Football Club;Senegal;$5.9B;contact@le coq sportif.com;936 645 964;https://www.le coq sportif.com;
226;Kappa;Basketball Team;Footwear;Ghana;$48.3B;contact@kappa.com;1 474 139 416;https://www.kappa.com;
825;AY Sport;Basketball Team;Sportswear;Kenya;$44.8B;contact@ay sport.com;818 415 477;https://www.ay sport.com;
493;Le Coq Sportif;National Team;Sportswear;Algeria;$35.3B;contact@le coq sportif.com;2 142 304 814;https://www.le coq sportif.com;
947;Le Coq Sportif;Football Club;Footwear;Algeria;$21.5B;contact@le coq sportif.com;1 653 381 214;https://www.le coq sportif.com;
349;AY Sport;National Team;Sportswear;Zambia;$24.1B;contact@ay sport.com;1 071 824 252;https://www.ay sport.com;
936;Erreà;Football Club;National Team;Senegal;$42.0B;contact@erreà.com;1 906 754 433;https://www.erreà.com;
53;Adidas;National Team;Football Club;Tanzania;$47.7B;contact@adidas.com;1 394 737 662;https://www.adidas.com;
998;Puma;Basketball Team;Footwear;Zambia;$22.8B;contact@puma.com;2 416 829 193;https://www.puma.com;
103;Kappa;Basketball Team;Football Club;Ghana;$30.0B;contact@kappa.com;1 478 794 372;https://www.kappa.com;
613;Adidas;Basketball Team;Basketball;Ghana;$21.1B;contact@adidas.com;1 949 081 692;https://www.adidas.com;
866;Adidas;National Team;Football Club;Nigeria;$5.5B;contact@adidas.com;702 116 534;https://www.adidas.com;
457;Masita;Basketball Team;National Team;Kenya;$39.5B;contact@masita.com;268 763 786;https://www.masita.com;
998;Kappa;Basketball Team;Basketball;Tanzania;$18.9B;contact@kappa.com;677 784 334;https://www.kappa.com;
640;AY Sport;Football Club;Sportswear;Senegal;$36.8B;contact@ay sport.com;977 279 563;https://www.ay sport.com;
876;Kappa;Basketball Team;Sportswear;Tanzania;$49.2B;contact@kappa.com;1 974 251 073;https://www.kappa.com;
366;Masita;National Team;Footwear;Ghana;$22.3B;contact@masita.com;1 918 691 630;https://www.masita.com;
77;Nike;Football Club;Basketball;Tanzania;$5.2B;contact@nike.com;1 742 568 624;https://www.nike.com;
701;Masita;Basketball Team;Footwear;Algeria;$33.7B;contact@masita.com;574 794 001;https://www.masita.com;
970;Nike;Basketball Team;Football Club;South Africa;$22.6B;contact@nike.com;2 038 284 848;https://www.nike.com;
133;Le Coq Sportif;National Team;Football Club;Zambia;$47.3B;contact@le coq sportif.com;713 501 847;https://www.le coq sportif.com;
735;Puma;Football Club;Football Club;Zambia;$43.6B;contact@puma.com;2 111 004 228;https://www.puma.com;
432;Puma;Basketball Team;Basketball;Tanzania;$9.1B;contact@puma.com;1 601 843 525;https://www.puma.com;
828;Puma;Basketball Team;Football Club;Uganda;$41.9B;contact@puma.com;1 177 599 837;https://www.puma.com;
623;Kappa;Basketball Team;Basketball;Nigeria;$46.6B;contact@kappa.com;1 311 721 246;https://www.kappa.com;
391;Adidas;Basketball Team;Sportswear;Tunisia;$8.7B;contact@adidas.com;655 058 013;https://www.adidas.com;
302;Erreà;Football Club;Basketball;Nigeria;$5.8B;contact@erreà.com;374 578 326;https://www.erreà.com;
827;Masita;National Team;Basketball;Tanzania;$44.9B;contact@masita.com;438 217 150;https://www.masita.com;
546;Nike;Basketball Team;Sportswear;Tunisia;$43.5B;contact@nike.com;539 787 026;https://www.nike.com;
136;Masita;Football Club;Football Club;Ghana;$15.5B;contact@masita.com;1 568 058 351;https://www.masita.com;
728;AY Sport;Football Club;Footwear;Tunisia;$38.4B;contact@ay sport.com;1 544 586 419;https://www.ay sport.com;
440;Kappa;Football Club;National Team;Tunisia;$12.7B;contact@kappa.com;1 328 573 151;https://www.kappa.com;
609;Masita;Football Club;Basketball;Nigeria;$18.2B;contact@masita.com;901 083 217;https://www.masita.com;
232;Le Coq Sportif;Basketball Team;Footwear;Tunisia;$33.7B;contact@le coq sportif.com;1 487 273 550;https://www.le coq sportif.com;
787;Masita;National Team;Basketball;South Africa;$16.4B;contact@masita.com;1 699 996 345;https://www.masita.com;
517;AY Sport;Football Club;National Team;Tanzania;$22.2B;contact@ay sport.com;2 438 197 134;https://www.ay sport.com;
185;Le Coq Sportif;National Team;Basketball;Senegal;$7.0B;contact@le coq sportif.com;2 559 228 020;https://www.le coq sportif.com;
292;Puma;National Team;Football Club;Algeria;$15.7B;contact@puma.com;1 524 671 353;https://www.puma.com;
540;Le Coq Sportif;Basketball Team;Sportswear;Algeria;$14.2B;contact@le coq sportif.com;392 584 937;https://www.le coq sportif.com;
375;Adidas;Basketball Team;National Team;Tanzania;$48.7B;contact@adidas.com;2 264 047 061;https://www.adidas.com;
367;Puma;National Team;Sportswear;Kenya;$26.5B;contact@puma.com;2 174 339 126;https://www.puma.com;
193;Masita;Football Club;Basketball;Uganda;$27.0B;contact@masita.com;847 705 835;https://www.masita.com;
990;Adidas;National Team;Basketball;Ghana;$20.7B;contact@adidas.com;242 075 829;https://www.adidas.com;
475;Puma;Basketball Team;National Team;Tunisia;$25.8B;contact@puma.com;2 236 221 986;https://www.puma.com;
991;Le Coq Sportif;Football Club;Footwear;South Africa;$7.0B;contact@le coq sportif.com;765 114 430;https://www.le coq sportif.com;
561;Kappa;National Team;Footwear;Kenya;$16.7B;contact@kappa.com;411 857 895;https://www.kappa.com;
866;Adidas;National Team;Football Club;Zambia;$5.6B;contact@adidas.com;872 965 826;https://www.adidas.com;
809;Adidas;National Team;National Team;Senegal;$34.6B;contact@adidas.com;2 296 991 934;https://www.adidas.com;
823;Kappa;National Team;National Team;Algeria;$30.3B;contact@kappa.com;1 968 937 210;https://www.kappa.com;
79;Masita;Basketball Team;Basketball;Algeria;$29.0B;contact@masita.com;1 386 607 931;https://www.masita.com;
698;Erreà;National Team;Footwear;Uganda;$47.1B;contact@erreà.com;2 536 054 493;https://www.erreà.com;
35;Puma;Basketball Team;Sportswear;Tanzania;$24.4B;contact@puma.com;888 841 315;https://www.puma.com;
449;Erreà;Basketball Team;Footwear;Kenya;$14.7B;contact@erreà.com;1 089 359 770;https://www.erreà.com;
647;Le Coq Sportif;Basketball Team;Basketball;Senegal;$34.9B;contact@le coq sportif.com;2 173 908 340;https://www.le coq sportif.com;
23;Erreà;Football Club;Basketball;South Africa;$13.0B;contact@erreà.com;2 221 793 862;https://www.erreà.com;
978;Le Coq Sportif;National Team;Footwear;South Africa;$16.1B;contact@le coq sportif.com;1 836 879 541;https://www.le coq sportif.com;
836;Puma;National Team;Basketball;Tanzania;$29.8B;contact@puma.com;1 381 013 227;https://www.puma.com;
127;Masita;Basketball Team;Basketball;Algeria;$41.1B;contact@masita.com;2 405 358 270;https://www.masita.com;
233;Masita;Football Club;National Team;Tanzania;$42.8B;contact@masita.com;1 496 597 685;https://www.masita.com;
330;Adidas;National Team;National Team;Tunisia;$11.6B;contact@adidas.com;271 072 619;https://www.adidas.com;
768;Le Coq Sportif;National Team;Footwear;Ghana;$21.2B;contact@le coq sportif.com;482 617 227;https://www.le coq sportif.com;
538;Masita;National Team;Football Club;South Africa;$19.2B;contact@masita.com;1 435 881 185;https://www.masita.com;
524;Nike;Basketball Team;Basketball;Senegal;$21.4B;contact@nike.com;2 239 367 207;https://www.nike.com;
188;Puma;National Team;Footwear;Ghana;$8.4B;contact@puma.com;1 697 768 852;https://www.puma.com;
373;Le Coq Sportif;National Team;Sportswear;Tanzania;$25.4B;contact@le coq sportif.com;582 653 066;https://www.le coq sportif.com;
879;Nike;Football Club;Basketball;Uganda;$6.3B;contact@nike.com;263 734 155;https://www.nike.com;
635;Kappa;Football Club;Footwear;Uganda;$20.3B;contact@kappa.com;2 018 323 933;https://www.kappa.com;
547;Adidas;Basketball Team;National Team;Algeria;$11.4B;contact@adidas.com;556 354 774;https://www.adidas.com;
526;Kappa;Basketball Team;Football Club;Uganda;$47.0B;contact@kappa.com;1 262 028 416;https://www.kappa.com;
40;Le Coq Sportif;Basketball Team;National Team;Tanzania;$15.0B;contact@le coq sportif.com;895 782 281;https://www.le coq sportif.com;
831;Le Coq Sportif;Football Club;Football Club;South Africa;$24.8B;contact@le coq sportif.com;2 452 114 750;https://www.le coq sportif.com;
114;Nike;National Team;Football Club;South Africa;$42.9B;contact@nike.com;2 011 815 872;https://www.nike.com;
411;AY Sport;National Team;Sportswear;Nigeria;$48.5B;contact@ay sport.com;1 577 687 195;https://www.ay sport.com;
193;Le Coq Sportif;Football Club;National Team;South Africa;$22.4B;contact@le coq sportif.com;752 607 943;https://www.le coq sportif.com;
618;Erreà;Football Club;Football Club;Kenya;$14.7B;contact@erreà.com;592 823 799;https://www.erreà.com;
429;Le Coq Sportif;Football Club;Footwear;Kenya;$32.7B;contact@le coq sportif.com;212 036 601;https://www.le coq sportif.com;
433;AY Sport;National Team;Football Club;Senegal;$18.5B;contact@ay sport.com;1 727 413 714;https://www.ay sport.com;
396;AY Sport;Basketball Team;National Team;Algeria;$17.6B;contact@ay sport.com;2 071 576 605;https://www.ay sport.com;
368;Kappa;National Team;Football Club;Kenya;$12.4B;contact@kappa.com;2 414 731 400;https://www.kappa.com;
924;Kappa;Basketball Team;National Team;Tanzania;$14.1B;contact@kappa.com;1 315 413 443;https://www.kappa.com;
988;AY Sport;Basketball Team;National Team;Algeria;$29.7B;contact@ay sport.com;2 374 155 119;https://www.ay sport.com;
340;Le Coq Sportif;Basketball Team;Basketball;Tunisia;$26.6B;contact@le coq sportif.com;2 326 613 751;https://www.le coq sportif.com;
987;Adidas;National Team;Basketball;Egypt;$48.5B;contact@adidas.com;997 998 579;https://www.adidas.com;
314;Puma;Basketball Team;National Team;Senegal;$25.6B;contact@puma.com;2 158 863 628;https://www.puma.com;
206;Puma;Basketball Team;Football Club;Uganda;$9.1B;contact@puma.com;1 329 342 104;https://www.puma.com;
45;Puma;National Team;Footwear;Uganda;$11.5B;contact@puma.com;793 712 245;https://www.puma.com;
435;Le Coq Sportif;Football Club;Sportswear;Ghana;$9.3B;contact@le coq sportif.com;209 168 003;https://www.le coq sportif.com;
752;Adidas;National Team;National Team;Kenya;$42.4B;contact@adidas.com;1 081 304 778;https://www.adidas.com;
338;Nike;Football Club;Basketball;South Africa;$38.1B;contact@nike.com;672 967 937;https://www.nike.com;
192;Adidas;Football Club;Football Club;Zambia;$40.4B;contact@adidas.com;418 619 978;https://www.adidas.com;
848;Nike;Basketball Team;Basketball;Ghana;$46.0B;contact@nike.com;1 966 745 634;https://www.nike.com;
482;Le Coq Sportif;Football Club;Footwear;Zambia;$37.4B;contact@le coq sportif.com;1 428 278 372;https://www.le coq sportif.com;
548;Puma;National Team;Footwear;Algeria;$25.1B;contact@puma.com;1 867 273 521;https://www.puma.com;
37;Kappa;Basketball Team;National Team;Ghana;$22.5B;contact@kappa.com;2 453 549 396;https://www.kappa.com;
728;Masita;National Team;Footwear;Senegal;$20.3B;contact@masita.com;1 806 728 711;https://www.masita.com;
762;Nike;National Team;Football Club;Ghana;$18.4B;contact@nike.com;1 574 805 713;https://www.nike.com;
226;Erreà;Basketball Team;National Team;Tunisia;$26.9B;contact@erreà.com;2 343 003 050;https://www.erreà.com;
609;Masita;Basketball Team;Footwear;Senegal;$37.8B;contact@masita.com;1 917 088 916;https://www.masita.com;
998;Adidas;National Team;National Team;Nigeria;$45.6B;contact@adidas.com;977 518 939;https://www.adidas.com;
499;Puma;Basketball Team;Sportswear;Kenya;$28.2B;contact@puma.com;1 383 694 652;https://www.puma.com;
341;Adidas;National Team;Footwear;Zambia;$41.9B;contact@adidas.com;2 477 468 508;https://www.adidas.com;
690;Erreà;Basketball Team;Football Club;South Africa;$29.7B;contact@erreà.com;1 421 455 282;https://www.erreà.com;
382;Erreà;Basketball Team;Basketball;Tanzania;$34.6B;contact@erreà.com;988 875 770;https://www.erreà.com;
706;Nike;Football Club;Footwear;Tanzania;$47.2B;contact@nike.com;2 318 497 693;https://www.nike.com;
280;Erreà;National Team;Football Club;Nigeria;$36.7B;contact@erreà.com;1 845 376 995;https://www.erreà.com;
547;Le Coq Sportif;Basketball Team;Basketball;South Africa;$6.2B;contact@le coq sportif.com;2 424 511 558;https://www.le coq sportif.com;
734;Nike;Basketball Team;Sportswear;Tunisia;$22.8B;contact@nike.com;1 302 254 975;https://www.nike.com;
443;Puma;Football Club;Basketball;South Africa;$47.7B;contact@puma.com;1 011 978 402;https://www.puma.com;
583;Erreà;National Team;Basketball;Zambia;$33.7B;contact@erreà.com;2 225 293 942;https://www.erreà.com;
636;Le Coq Sportif;Football Club;Basketball;Kenya;$48.0B;contact@le coq sportif.com;1 006 554 937;https://www.le coq sportif.com;
375;Puma;Football Club;Sportswear;Ghana;$43.0B;contact@puma.com;764 771 907;https://www.puma.com;
913;Kappa;Basketball Team;National Team;Kenya;$45.2B;contact@kappa.com;1 786 973 315;https://www.kappa.com;
285;Nike;Basketball Team;Footwear;South Africa;$31.1B;contact@nike.com;2 479 398 740;https://www.nike.com;
508;Erreà;National Team;National Team;Senegal;$42.0B;contact@erreà.com;599 563 456;https://www.erreà.com;
458;Kappa;Football Club;Footwear;Uganda;$35.5B;contact@kappa.com;752 811 163;https://www.kappa.com;
112;Nike;Football Club;National Team;Uganda;$47.0B;contact@nike.com;221 708 496;https://www.nike.com;
46;Adidas;Basketball Team;National Team;Ghana;$8.5B;contact@adidas.com;604 463 598;https://www.adidas.com;
381;Erreà;Football Club;Football Club;Zambia;$13.7B;contact@erreà.com;2 345 804 551;https://www.erreà.com;
666;Adidas;Football Club;Footwear;Uganda;$41.8B;contact@adidas.com;1 919 529 765;https://www.adidas.com;
983;Nike;Basketball Team;Basketball;Zambia;$48.0B;contact@nike.com;934 005 788;https://www.nike.com;
44;Kappa;Basketball Team;Basketball;Nigeria;$16.3B;contact@kappa.com;369 923 586;https://www.kappa.com;
497;Erreà;Football Club;National Team;Tunisia;$33.5B;contact@erreà.com;2 257 883 283;https://www.erreà.com;
953;Masita;National Team;Basketball;Nigeria;$37.6B;contact@masita.com;1 358 911 865;https://www.masita.com;
7;AY Sport;National Team;Football Club;Algeria;$31.6B;contact@ay sport.com;1 971 575 127;https://www.ay sport.com;
318;Erreà;Football Club;Football Club;Zambia;$35.8B;contact@erreà.com;402 375 313;https://www.erreà.com;
215;AY Sport;Football Club;Basketball;Algeria;$41.2B;contact@ay sport.com;1 669 756 512;https://www.ay sport.com;
569;Masita;Basketball Team;Footwear;Algeria;$30.5B;contact@masita.com;1 132 582 262;https://www.masita.com;
939;Kappa;Football Club;Footwear;Zambia;$29.1B;contact@kappa.com;1 586 802 028;https://www.kappa.com;
281;Nike;Basketball Team;Sportswear;Senegal;$15.9B;contact@nike.com;1 738 982 003;https://www.nike.com;
697;Le Coq Sportif;Football Club;Basketball;Uganda;$5.3B;contact@le coq sportif.com;2 547 961 176;https://www.le coq sportif.com;
16;Le Coq Sportif;National Team;National Team;Algeria;$40.7B;contact@le coq sportif.com;1 872 106 042;https://www.le coq sportif.com;
86;Kappa;Basketball Team;Football Club;Senegal;$22.8B;contact@kappa.com;1 581 772 073;https://www.kappa.com;
919;AY Sport;Football Club;Football Club;Uganda;$45.1B;contact@ay sport.com;1 173 476 654;https://www.ay sport.com;
58;Masita;National Team;Football Club;Egypt;$18.1B;contact@masita.com;332 575 081;https://www.masita.com;
517;Kappa;Football Club;Football Club;Egypt;$23.0B;contact@kappa.com;1 984 421 021;https://www.kappa.com;
623;Masita;National Team;Footwear;Uganda;$45.9B;contact@masita.com;1 775 679 039;https://www.masita.com;
289;AY Sport;Football Club;Footwear;South Africa;$21.1B;contact@ay sport.com;2 344 252 345;https://www.ay sport.com;
775;Puma;Basketball Team;Basketball;Uganda;$10.8B;contact@puma.com;1 236 413 720;https://www.puma.com;
754;Masita;National Team;Basketball;Tanzania;$47.6B;contact@masita.com;2 278 897 789;https://www.masita.com;
260;Adidas;Football Club;Footwear;Zambia;$27.6B;contact@adidas.com;1 462 423 888;https://www.adidas.com;
573;Le Coq Sportif;Football Club;National Team;Zambia;$27.0B;contact@le coq sportif.com;611 255 074;https://www.le coq sportif.com;
891;Masita;Basketball Team;Footwear;Kenya;$46.0B;contact@masita.com;1 472 636 060;https://www.masita.com;
373;Le Coq Sportif;Football Club;Sportswear;Tanzania;$11.2B;contact@le coq sportif.com;2 219 295 889;https://www.le coq sportif.com;
715;AY Sport;Basketball Team;Footwear;Ghana;$16.6B;contact@ay sport.com;1 097 665 154;https://www.ay sport.com;
507;Puma;National Team;Football Club;South Africa;$48.2B;contact@puma.com;533 121 744;https://www.puma.com;
778;Kappa;Football Club;Footwear;South Africa;$17.6B;contact@kappa.com;1 102 817 927;https://www.kappa.com;
608;Le Coq Sportif;Basketball Team;Sportswear;Tanzania;$32.0B;contact@le coq sportif.com;392 222 055;https://www.le coq sportif.com;
431;Puma;National Team;Footwear;Zambia;$36.7B;contact@puma.com;1 711 962 531;https://www.puma.com;
823;Erreà;Basketball Team;Sportswear;Tunisia;$37.1B;contact@erreà.com;2 092 826 130;https://www.erreà.com;
507;Adidas;National Team;Sportswear;Zambia;$12.4B;contact@adidas.com;745 538 547;https://www.adidas.com;
122;Masita;Football Club;Sportswear;Tunisia;$37.8B;contact@masita.com;1 119 514 416;https://www.masita.com;
94;Masita;Football Club;Sportswear;South Africa;$34.9B;contact@masita.com;2 427 573 356;https://www.masita.com;
227;Adidas;Football Club;Footwear;Ghana;$33.7B;contact@adidas.com;1 762 266 271;https://www.adidas.com;
914;Kappa;Football Club;Footwear;Kenya;$20.3B;contact@kappa.com;525 694 012;https://www.kappa.com;
689;Puma;Football Club;National Team;Uganda;$49.9B;contact@puma.com;1 733 235 739;https://www.puma.com;
207;Adidas;Basketball Team;Football Club;Nigeria;$31.0B;contact@adidas.com;1 692 769 498;https://www.adidas.com;
87;AY Sport;Football Club;Footwear;Uganda;$14.5B;contact@ay sport.com;1 314 542 724;https://www.ay sport.com;
648;Adidas;National Team;Football Club;South Africa;$14.6B;contact@adidas.com;2 138 277 730;https://www.adidas.com;
654;Adidas;Basketball Team;Basketball;Algeria;$18.8B;contact@adidas.com;1 898 426 817;https://www.adidas.com;
706;Adidas;Football Club;Sportswear;Kenya;$45.7B;contact@adidas.com;2 453 706 031;https://www.adidas.com;
573;Erreà;National Team;Sportswear;Senegal;$8.0B;contact@erreà.com;2 489 195 854;https://www.erreà.com;
625;Puma;National Team;Basketball;South Africa;$12.8B;contact@puma.com;2 269 115 130;https://www.puma.com;
353;Masita;Basketball Team;Football Club;Senegal;$12.7B;contact@masita.com;1 195 577 148;https://www.masita.com;
376;Nike;Basketball Team;Basketball;Tanzania;$13.0B;contact@nike.com;1 255 659 741;https://www.nike.com;
593;AY Sport;Football Club;Football Club;Nigeria;$46.3B;contact@ay sport.com;1 849 254 697;https://www.ay sport.com;
552;Nike;National Team;National Team;Algeria;$44.1B;contact@nike.com;468 881 165;https://www.nike.com;
55;Erreà;National Team;National Team;Nigeria;$20.5B;contact@erreà.com;1 095 025 572;https://www.erreà.com;
33;AY Sport;National Team;National Team;Senegal;$44.1B;contact@ay sport.com;815 327 365;https://www.ay sport.com;
231;AY Sport;Football Club;National Team;Zambia;$13.0B;contact@ay sport.com;1 149 674 460;https://www.ay sport.com;
573;Adidas;National Team;Football Club;Nigeria;$33.5B;contact@adidas.com;907 349 221;https://www.adidas.com;
953;Adidas;Football Club;Football Club;Senegal;$33.5B;contact@adidas.com;1 443 625 156;https://www.adidas.com;
236;Erreà;Basketball Team;Football Club;Kenya;$34.8B;contact@erreà.com;2 477 384 693;https://www.erreà.com;
317;AY Sport;Basketball Team;Sportswear;Egypt;$35.2B;contact@ay sport.com;283 362 785;https://www.ay sport.com;
70;Erreà;Basketball Team;Basketball;Zambia;$27.8B;contact@erreà.com;2 472 361 430;https://www.erreà.com;
