id,ranking,club name,country,league,stadium,formation_preference,playing_style,market_budget,salary_budget,transfer_history,avg_transfer_fee_paid,avg_contract_length,verified_status,recruitment_priority,scouting_focus,profile_rating,sponsorship_deals,social_media_links
C-111,1206,Bukola Babes,Nigeria,Nigeria National League,Moshood Abiola National Stadium,'4-2-3-1',Low Block Counter,643399000.0,257359600.0,"{""last_5_transfers"": [{""year"": 2020, ""player"": ""Player_47"", ""fee"": 2823394.11, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_964"", ""fee"": 3412654.1, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_808"", ""fee"": 4776639.55, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_6"", ""fee"": 3042091.87, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_569"", ""fee"": 4499274.16, ""type"": ""In""}], ""total_spend"": 3953898.54, ""total_income"": 3586418.48}",118267.94008190738,4 years,True,Academy graduates,Established professionals,6.26,"{""kit_sponsor"": ""Under Armour"", ""main_sponsor"": ""BMW"", ""value"": ""330566 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_4471"", ""twitter"": ""twitter.com/club_3831"", ""instagram"": ""instagram.com/club_7833""}"
C-112,1969,Bulawayo Chiefs,Zimbabwe,Zimbabwe Premier Soccer League,National Sports Stadium,'3-5-2',West African Power,17088216000.0,6835286400.0,"{""last_5_transfers"": [{""year"": 2019, ""player"": ""Player_300"", ""fee"": 2530361.73, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_792"", ""fee"": 4036665.03, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_669"", ""fee"": 2516589.83, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_969"", ""fee"": 4400656.82, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_744"", ""fee"": 2335133.18, ""type"": ""In""}], ""total_spend"": 2162399.9, ""total_income"": 4968072.89}",848164.9053526579,3 years,False,Proven professionals,Young talents,6.58,"{""kit_sponsor"": ""Macron"", ""main_sponsor"": ""Adidas"", ""value"": ""540015 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_5948"", ""twitter"": ""twitter.com/club_4441"", ""instagram"": ""instagram.com/club_1695""}"
C-113,2309,Bulawayo City FC,Zimbabwe,Zimbabwe Premier Soccer League,National Sports Stadium,'4-3-2-1',Physical Power Play,17050573000.0,6820229200.0,"{""last_5_transfers"": [{""year"": 2024, ""player"": ""Player_88"", ""fee"": 2068450.39, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_161"", ""fee"": 3100869.68, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_989"", ""fee"": 4961799.65, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_433"", ""fee"": 506401.08, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_993"", ""fee"": 390790.64, ""type"": ""Out""}], ""total_spend"": 2328257.42, ""total_income"": 7153699.15}",173573.01343743654,3 years,False,Local talent,African talents,1.23,"{""kit_sponsor"": ""Kappa"", ""main_sponsor"": ""Adidas"", ""value"": ""614518 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_2275"", ""twitter"": ""twitter.com/club_6280"", ""instagram"": ""instagram.com/club_8119""}"
C-114,2051,C.D. Lunda Sul,Angola,Girabola,Estadio 11 de Novembro,'5-4-1',Technical Dribbling,2506661000.0,1002664400.0,"{""last_5_transfers"": [{""year"": 2024, ""player"": ""Player_675"", ""fee"": 605283.15, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_680"", ""fee"": 1593821.93, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_945"", ""fee"": 3201411.74, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_115"", ""fee"": 4261387.75, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_729"", ""fee"": 3183610.54, ""type"": ""In""}], ""total_spend"": 3259335.16, ""total_income"": 1537601.0}",777575.9288015912,4 years,True,Young prospects,Young talents,7.86,"{""kit_sponsor"": ""New Balance"", ""main_sponsor"": ""Al Baraka Bank"", ""value"": ""208120 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_3666"", ""twitter"": ""twitter.com/club_6641"", ""instagram"": ""instagram.com/club_4784""}"
C-115,2025,CA Batna,Algeria,Ligue Professionnelle 2,Stade 5 Juillet 1962,'4-4-2',Defensive Structure,608138000.0,243255200.0,"{""last_5_transfers"": [{""year"": 2024, ""player"": ""Player_500"", ""fee"": 4512941.25, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_635"", ""fee"": 1100977.42, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_453"", ""fee"": 1767574.06, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_619"", ""fee"": 1594227.2, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_719"", ""fee"": 4572527.8, ""type"": ""In""}], ""total_spend"": 9642263.29, ""total_income"": 6743694.06}",116397.83332232096,2 years,False,Experienced players,Asian market,4.82,"{""kit_sponsor"": ""Umbro"", ""main_sponsor"": ""Ooredoo"", ""value"": ""373529 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_7858"", ""twitter"": ""twitter.com/club_3482"", ""instagram"": ""instagram.com/club_5407""}"
C-116,921,CA Bizertin,Tunisia,Tunisian Ligue 2,Stade Olympique de Rades,'4-3-3',Direct Play,14441000.0,5776400.0,"{""last_5_transfers"": [{""year"": 2022, ""player"": ""Player_800"", ""fee"": 4439930.38, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_220"", ""fee"": 2001550.97, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_868"", ""fee"": 4890596.97, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_738"", ""fee"": 3147099.79, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_99"", ""fee"": 141076.46, ""type"": ""Out""}], ""total_spend"": 3279798.57, ""total_income"": 5756300.18}",274482.521580854,3 years,False,Young prospects,Asian market,7.02,"{""kit_sponsor"": ""Kappa"", ""main_sponsor"": ""Mercedes"", ""value"": ""370303 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_2522"", ""twitter"": ""twitter.com/club_9099"", ""instagram"": ""instagram.com/club_1934""}"
C-117,2493,CA Bordj Bou Arreridj,Algeria,Ligue Professionnelle 2,Stade 5 Juillet 1962,'4-4-2',West African Power,574583000.0,229833200.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_909"", ""fee"": 1902754.71, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_653"", ""fee"": 1700144.82, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_282"", ""fee"": 2521548.61, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_245"", ""fee"": 2227672.02, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_257"", ""fee"": 1678730.43, ""type"": ""Out""}], ""total_spend"": 6686301.51, ""total_income"": 7891055.78}",681381.366477115,2 years,False,International players,Asian market,0.47,"{""kit_sponsor"": ""Macron"", ""main_sponsor"": ""Carrefour"", ""value"": ""452015 TND"", ""duration"": ""1 years""}","{""facebook"": ""facebook.com/club_3878"", ""twitter"": ""twitter.com/club_8263"", ""instagram"": ""instagram.com/club_3684""}"
C-118,1943,Cabinda,Angola,Girabola,Estadio 11 de Novembro,'4-2-4',Physical Power Play,3317040000.0,1326816000.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_812"", ""fee"": 2708407.29, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_737"", ""fee"": 4600079.92, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_330"", ""fee"": 3900819.33, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_361"", ""fee"": 2356787.32, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_401"", ""fee"": 3750608.08, ""type"": ""Out""}], ""total_spend"": 8392555.67, ""total_income"": 5320790.39}",756889.3917092866,2 years,False,Local talent,South American prospects,8.08,"{""kit_sponsor"": ""Puma"", ""main_sponsor"": ""Carrefour"", ""value"": ""703955 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_6125"", ""twitter"": ""twitter.com/club_7002"", ""instagram"": ""instagram.com/club_2164""}"
C-119,1523,Caiman Douala,Cameroon,Elite Two,Olembe Stadium,'4-3-3',Southern African Mix,2064194000.0,825677600.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_266"", ""fee"": 4408243.52, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_241"", ""fee"": 248890.86, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_469"", ""fee"": 3719319.0, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_80"", ""fee"": 367243.07, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_492"", ""fee"": 2155660.69, ""type"": ""In""}], ""total_spend"": 8766640.14, ""total_income"": 4854055.79}",657070.807938077,2 years,True,Experienced players,South American prospects,7.04,"{""kit_sponsor"": ""Kappa"", ""main_sponsor"": ""Adidas"", ""value"": ""446109 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_7472"", ""twitter"": ""twitter.com/club_5270"", ""instagram"": ""instagram.com/club_3787""}"
C-120,942,Canon Sportif,Cameroon,Elite One,Olembe Stadium,'4-1-3-2',Quick Counter-attacks,1947880000.0,779152000.0,"{""last_5_transfers"": [{""year"": 2024, ""player"": ""Player_912"", ""fee"": 2232405.38, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_517"", ""fee"": 4813359.19, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_494"", ""fee"": 3676657.38, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_290"", ""fee"": 2804088.49, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_399"", ""fee"": 2463343.39, ""type"": ""Out""}], ""total_spend"": 3449624.8, ""total_income"": 6531649.28}",487386.321737367,4 years,True,Academy graduates,Local academy,7.78,"{""kit_sponsor"": ""Kappa"", ""main_sponsor"": ""Audi"", ""value"": ""385230 TND"", ""duration"": ""1 years""}","{""facebook"": ""facebook.com/club_9023"", ""twitter"": ""twitter.com/club_9556"", ""instagram"": ""instagram.com/club_8626""}"
C-121,671,Cape Town City FC,South Africa,Premier Soccer League,FNB Stadium,'4-1-3-2',High Press,88380000.0,35352000.0,"{""last_5_transfers"": [{""year"": 2024, ""player"": ""Player_419"", ""fee"": 1208803.83, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_723"", ""fee"": 3351427.9, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_49"", ""fee"": 771226.64, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_615"", ""fee"": 3260527.55, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_976"", ""fee"": 3972760.18, ""type"": ""Out""}], ""total_spend"": 9776935.31, ""total_income"": 7862259.35}",324223.4806973604,2 years,False,Academy graduates,Under-23 talents,8.76,"{""kit_sponsor"": ""Puma"", ""main_sponsor"": ""Vitalait"", ""value"": ""494675 TND"", ""duration"": ""3 years""}","{""facebook"": ""facebook.com/club_5309"", ""twitter"": ""twitter.com/club_4646"", ""instagram"": ""instagram.com/club_7201""}"
C-122,840,CAPS United,Zimbabwe,Zimbabwe Premier Soccer League,National Sports Stadium,'4-1-4-1',East African Speed,11352472000.0,4540988800.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_886"", ""fee"": 4919447.53, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_246"", ""fee"": 2480865.24, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_257"", ""fee"": 357987.45, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_240"", ""fee"": 2413691.18, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_527"", ""fee"": 2417902.1, ""type"": ""In""}], ""total_spend"": 1564559.73, ""total_income"": 6639193.63}",494651.4054771018,2 years,False,Local talent,Asian market,1.85,"{""kit_sponsor"": ""Kappa"", ""main_sponsor"": ""BIAT Bank"", ""value"": ""761207 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_9741"", ""twitter"": ""twitter.com/club_3809"", ""instagram"": ""instagram.com/club_9056""}"
C-123,2487,CAS de Sevare,Mali,Malian Premiere Division,Stade 26 Mars,'4-3-3',Defensive Solidarity,2103984000.0,841593600.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_249"", ""fee"": 3273567.85, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_354"", ""fee"": 1445454.03, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_634"", ""fee"": 2103271.06, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_913"", ""fee"": 394823.23, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_598"", ""fee"": 2910056.78, ""type"": ""Out""}], ""total_spend"": 1665155.86, ""total_income"": 2287138.7}",168648.32662454,2 years,True,Young prospects,European market,6.03,"{""kit_sponsor"": ""Le Coq Sportif"", ""main_sponsor"": ""Mercedes"", ""value"": ""481136 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_1921"", ""twitter"": ""twitter.com/club_7727"", ""instagram"": ""instagram.com/club_4127""}"
C-124,1477,Centre Salif Keita,Mali,Malian Premiere Division,Stade 26 Mars,'3-6-1',Wing Play,1984600000.0,793840000.0,"{""last_5_transfers"": [{""year"": 2019, ""player"": ""Player_144"", ""fee"": 3828929.56, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_761"", ""fee"": 4673977.4, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_635"", ""fee"": 2931493.4, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_404"", ""fee"": 503362.74, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_362"", ""fee"": 2188815.32, ""type"": ""Out""}], ""total_spend"": 6631080.36, ""total_income"": 2283985.55}",647704.7528406974,4 years,False,Academy graduates,Asian market,7.51,"{""kit_sponsor"": ""Le Coq Sportif"", ""main_sponsor"": ""Adidas"", ""value"": ""714793 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_4893"", ""twitter"": ""twitter.com/club_3149"", ""instagram"": ""instagram.com/club_4077""}"
C-125,1222,Ceramica Cleopatra,Egypt,Egyptian Premier League,Cairo International Stadium,'5-2-3',Physical Power Play,143438000.0,57375200.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_483"", ""fee"": 4633453.83, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_952"", ""fee"": 3724682.77, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_665"", ""fee"": 4597479.21, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_892"", ""fee"": 3032587.18, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_131"", ""fee"": 1091975.74, ""type"": ""In""}], ""total_spend"": 8232069.41, ""total_income"": 3323627.6}",905084.6180936572,4 years,False,Academy graduates,Young talents,0.23,"{""kit_sponsor"": ""Mizuno"", ""main_sponsor"": ""Orange"", ""value"": ""126940 TND"", ""duration"": ""4 years""}","{""facebook"": ""facebook.com/club_3522"", ""twitter"": ""twitter.com/club_2914"", ""instagram"": ""instagram.com/club_5883""}"
C-126,1489,Chabab Atlas Khenifra,Morocco,Botola Pro,Stade Mohammed V,'4-2-4',Total Football,35519000.0,14207600.0,"{""last_5_transfers"": [{""year"": 2022, ""player"": ""Player_981"", ""fee"": 4747728.24, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_544"", ""fee"": 1007400.48, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_495"", ""fee"": 4640779.02, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_467"", ""fee"": 2431049.87, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_243"", ""fee"": 4244491.95, ""type"": ""Out""}], ""total_spend"": 1838549.71, ""total_income"": 5003989.35}",716341.4610492649,4 years,False,Young prospects,Asian market,7.47,"{""kit_sponsor"": ""New Balance"", ""main_sponsor"": ""BIAT Bank"", ""value"": ""994825 TND"", ""duration"": ""3 years""}","{""facebook"": ""facebook.com/club_9498"", ""twitter"": ""twitter.com/club_6702"", ""instagram"": ""instagram.com/club_7685""}"
C-127,1754,Chabab Rif Al Hoceima,Morocco,Botola Pro,Stade Mohammed V,'4-5-1',Wing Play,44864000.0,17945600.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_229"", ""fee"": 320800.93, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_203"", ""fee"": 3157062.3, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_143"", ""fee"": 1097089.31, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_444"", ""fee"": 2702580.42, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_428"", ""fee"": 3900203.91, ""type"": ""In""}], ""total_spend"": 4111479.49, ""total_income"": 6228889.48}",295582.0696288091,3 years,False,Local talent,Asian market,9.51,"{""kit_sponsor"": ""Adidas"", ""main_sponsor"": ""Al Baraka Bank"", ""value"": ""639549 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_6505"", ""twitter"": ""twitter.com/club_5730"", ""instagram"": ""instagram.com/club_7243""}"
C-128,2311,Chambishi FC,Zambia,Zambian Premier League,National Heroes Stadium,'4-3-2-1',Attacking Overload,81542000.0,32616800.0,"{""last_5_transfers"": [{""year"": 2019, ""player"": ""Player_432"", ""fee"": 2846519.5, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_267"", ""fee"": 3580940.99, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_347"", ""fee"": 2856477.69, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_982"", ""fee"": 4133556.31, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_779"", ""fee"": 1864906.37, ""type"": ""In""}], ""total_spend"": 3676025.42, ""total_income"": 2592408.45}",795820.552801788,3 years,True,Local talent,Under-23 talents,9.72,"{""kit_sponsor"": ""Local Brand"", ""main_sponsor"": ""LG Electronics"", ""value"": ""997019 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_2099"", ""twitter"": ""twitter.com/club_1971"", ""instagram"": ""instagram.com/club_4986""}"
C-129,1763,Chapungu United,Zimbabwe,Zimbabwe Premier Soccer League,National Sports Stadium,'3-5-1-1',Tiki-Taka Adaptation,20820502000.0,8328200800.0,"{""last_5_transfers"": [{""year"": 2019, ""player"": ""Player_88"", ""fee"": 3110302.36, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_139"", ""fee"": 2871117.71, ""type"": ""In""}, {""year"": 2019, ""player"": ""Player_845"", ""fee"": 740770.67, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_893"", ""fee"": 635942.77, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_202"", ""fee"": 2546951.39, ""type"": ""Out""}], ""total_spend"": 8064692.52, ""total_income"": 7471937.78}",247956.4744191412,3 years,True,Proven professionals,African talents,6.43,"{""kit_sponsor"": ""Mizuno"", ""main_sponsor"": ""LG Electronics"", ""value"": ""311697 TND"", ""duration"": ""1 years""}","{""facebook"": ""facebook.com/club_8180"", ""twitter"": ""twitter.com/club_4255"", ""instagram"": ""instagram.com/club_2160""}"
C-130,617,Chicken Inn FC,Zimbabwe,Zimbabwe Premier Soccer League,National Sports Stadium,'4-3-2-1',Direct Play,20916480000.0,8366592000.0,"{""last_5_transfers"": [{""year"": 2023, ""player"": ""Player_515"", ""fee"": 705894.18, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_79"", ""fee"": 845071.39, ""type"": ""Out""}, {""year"": 2021, ""player"": ""Player_688"", ""fee"": 2830457.61, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_182"", ""fee"": 1415038.09, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_103"", ""fee"": 4144088.91, ""type"": ""In""}], ""total_spend"": 4443694.78, ""total_income"": 2519208.66}",648294.3358889342,2 years,True,Young prospects,African talents,8.9,"{""kit_sponsor"": ""Hummel"", ""main_sponsor"": ""Qatar Airways"", ""value"": ""965717 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_8677"", ""twitter"": ""twitter.com/club_9889"", ""instagram"": ""instagram.com/club_1734""}"
C-131,1667,Chippa United,South Africa,National First Division,FNB Stadium,'3-3-3-1',Possession-based,75122000.0,30048800.0,"{""last_5_transfers"": [{""year"": 2019, ""player"": ""Player_753"", ""fee"": 1145150.48, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_963"", ""fee"": 3929665.87, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_101"", ""fee"": 1813851.75, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_498"", ""fee"": 4906041.9, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_154"", ""fee"": 2705042.26, ""type"": ""In""}], ""total_spend"": 8990441.12, ""total_income"": 1581279.29}",306027.29869149136,3 years,False,Experienced players,Local academy,5.05,"{""kit_sponsor"": ""Under Armour"", ""main_sponsor"": ""Danone"", ""value"": ""168051 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_3227"", ""twitter"": ""twitter.com/club_3471"", ""instagram"": ""instagram.com/club_7579""}"
C-132,2436,Chiredzi FC,Zimbabwe,Zimbabwe Premier Soccer League,National Sports Stadium,'3-5-1-1',Possession Control,9864602000.0,3945840800.0,"{""last_5_transfers"": [{""year"": 2021, ""player"": ""Player_484"", ""fee"": 1025960.57, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_904"", ""fee"": 1716848.83, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_139"", ""fee"": 2674065.77, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_599"", ""fee"": 961784.96, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_679"", ""fee"": 3027816.36, ""type"": ""Out""}], ""total_spend"": 2050873.34, ""total_income"": 7328993.6}",597788.9972759772,3 years,True,Proven professionals,South American prospects,9.07,"{""kit_sponsor"": ""Under Armour"", ""main_sponsor"": ""Adidas"", ""value"": ""326282 TND"", ""duration"": ""1 years""}","{""facebook"": ""facebook.com/club_2195"", ""twitter"": ""twitter.com/club_1523"", ""instagram"": ""instagram.com/club_7937""}"
C-133,521,Club Africain,Tunisia,Tunisian Ligue Professionnelle 1,Stade Olympique de Rades,'3-4-2-1',Low Block Counter,2221000.0,888400.0,"{""last_5_transfers"": [{""year"": 2020, ""player"": ""Player_656"", ""fee"": 4767304.96, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_665"", ""fee"": 884890.3, ""type"": ""In""}, {""year"": 2022, ""player"": ""Player_949"", ""fee"": 1495741.48, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_391"", ""fee"": 2544069.45, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_100"", ""fee"": 1431485.35, ""type"": ""In""}], ""total_spend"": 4823980.48, ""total_income"": 2707289.2}",189859.44481279544,3 years,True,Proven professionals,Asian market,8.76,"{""kit_sponsor"": ""Local Brand"", ""main_sponsor"": ""Nike"", ""value"": ""923146 TND"", ""duration"": ""3 years""}","{""facebook"": ""facebook.com/club_7704"", ""twitter"": ""twitter.com/club_7894"", ""instagram"": ""instagram.com/club_7113""}"
C-134,2190,Club Olympique de Medenine,Tunisia,Tunisian Ligue Professionnelle 1,Stade Olympique de Rades,'3-4-3',High Press,9586000.0,3834400.0,"{""last_5_transfers"": [{""year"": 2019, ""player"": ""Player_743"", ""fee"": 450132.23, ""type"": ""Out""}, {""year"": 2020, ""player"": ""Player_154"", ""fee"": 2378005.88, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_762"", ""fee"": 3995057.92, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_103"", ""fee"": 4571280.53, ""type"": ""Out""}, {""year"": 2023, ""player"": ""Player_849"", ""fee"": 2356042.42, ""type"": ""In""}], ""total_spend"": 2918016.83, ""total_income"": 7057216.51}",347349.5541697736,4 years,True,Young prospects,Young talents,5.06,"{""kit_sponsor"": ""Macron"", ""main_sponsor"": ""TotalEnergies"", ""value"": ""294313 TND"", ""duration"": ""5 years""}","{""facebook"": ""facebook.com/club_7653"", ""twitter"": ""twitter.com/club_7890"", ""instagram"": ""instagram.com/club_7531""}"
C-135,2440,Club Omnisports de Korhogo (CIV),Ivory Coast,Ligue 1,Stade Olympique Alassane Ouattara,'4-4-1-1',Low Block Counter,2905879000.0,1162351600.0,"{""last_5_transfers"": [{""year"": 2024, ""player"": ""Player_527"", ""fee"": 583495.44, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_771"", ""fee"": 282621.32, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_586"", ""fee"": 3386408.57, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_907"", ""fee"": 4702173.71, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_24"", ""fee"": 2561456.36, ""type"": ""In""}], ""total_spend"": 3447405.85, ""total_income"": 3327599.39}",260196.78712129805,3 years,True,Young prospects,Under-23 talents,1.82,"{""kit_sponsor"": ""Puma"", ""main_sponsor"": ""Danone"", ""value"": ""926543 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_9077"", ""twitter"": ""twitter.com/club_6000"", ""instagram"": ""instagram.com/club_1679""}"
C-136,2337,CO Bouafle,Ivory Coast,Ligue 2,Stade Olympique Alassane Ouattara,'4-2-3-1',Total Football,2712578000.0,1085031200.0,"{""last_5_transfers"": [{""year"": 2019, ""player"": ""Player_655"", ""fee"": 1595326.74, ""type"": ""Out""}, {""year"": 2019, ""player"": ""Player_777"", ""fee"": 3831090.63, ""type"": ""Out""}, {""year"": 2024, ""player"": ""Player_801"", ""fee"": 839696.67, ""type"": ""In""}, {""year"": 2021, ""player"": ""Player_51"", ""fee"": 3390398.04, ""type"": ""In""}, {""year"": 2023, ""player"": ""Player_731"", ""fee"": 2516906.89, ""type"": ""In""}], ""total_spend"": 4378297.19, ""total_income"": 3914557.5}",734289.763608451,4 years,True,International players,Established professionals,0.48,"{""kit_sponsor"": ""Nike"", ""main_sponsor"": ""BMW"", ""value"": ""857147 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_2319"", ""twitter"": ""twitter.com/club_7617"", ""instagram"": ""instagram.com/club_4063""}"
C-137,1705,CODM Meknes,Morocco,Botola 2,Stade Mohammed V,'3-4-3',West African Power,39942000.0,15976800.0,"{""last_5_transfers"": [{""year"": 2022, ""player"": ""Player_932"", ""fee"": 962285.81, ""type"": ""In""}, {""year"": 2024, ""player"": ""Player_511"", ""fee"": 3530469.27, ""type"": ""In""}, {""year"": 2020, ""player"": ""Player_560"", ""fee"": 144654.95, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_694"", ""fee"": 692966.6, ""type"": ""Out""}, {""year"": 2022, ""player"": ""Player_511"", ""fee"": 4485026.89, ""type"": ""In""}], ""total_spend"": 2850000.2, ""total_income"": 5259984.49}",567774.1366830615,4 years,False,Experienced players,African talents,3.59,"{""kit_sponsor"": ""Kappa"", ""main_sponsor"": ""Turkish Airlines"", ""value"": ""351296 TND"", ""duration"": ""2 years""}","{""facebook"": ""facebook.com/club_6951"", ""twitter"": ""twitter.com/club_3341"", ""instagram"": ""instagram.com/club_7559""}"
