brand_id,brand_name,sponsorship_deals,product_types,location,annual_revenue,contact_email,phone_number,website
Br-237,Kappa,Basketball Team,Football Club,Senegal,$38.2B,contact@kappa.com,926 479 117,https://www.kappa.com
Br-238,Kappa,National Team,Footwear,Kenya,$16.7B,contact@kappa.com,411 857 895,https://www.kappa.com
Br-239,Kappa,Basketball Team,Football Club,Ghana,$30.0B,contact@kappa.com,1 478 794 372,https://www.kappa.com
Br-240,Kappa,Basketball Team,Sportswear,Tanzania,$49.2B,contact@kappa.com,1 974 251 073,https://www.kappa.com
Br-241,Kappa,Basketball Team,Basketball,Nigeria,$46.6B,contact@kappa.com,1 311 721 246,https://www.kappa.com
Br-242,Kappa,Football Club,National Team,Tunisia,$12.7B,contact@kappa.com,1 328 573 151,https://www.kappa.com
Br-243,Kappa,National Team,National Team,Algeria,$30.3B,contact@kappa.com,1 968 937 210,https://www.kappa.com
Br-244,Kappa,Basketball Team,Footwear,Ghana,$48.3B,contact@kappa.com,1 474 139 416,https://www.kappa.com
Br-245,Kappa,Football Club,Footwear,Zambia,$29.1B,contact@kappa.com,1 586 802 028,https://www.kappa.com
Br-246,Kappa,Football Club,Sportswear,South Africa,$27.8B,contact@kappa.com,1 739 685 950,https://www.kappa.com
Br-247,Kappa,National Team,Football Club,Uganda,$34.5B,contact@kappa.com,1 936 335 129,https://www.kappa.com
Br-248,Kappa,National Team,National Team,Senegal,$29.2B,contact@kappa.com,2 212 914 177,https://www.kappa.com
Br-249,Kappa,Football Club,Football Club,Algeria,$39.0B,contact@kappa.com,2 354 144 240,https://www.kappa.com
Br-250,Kappa,Basketball Team,Basketball,Algeria,$26.5B,contact@kappa.com,1 072 462 518,https://www.kappa.com
Br-251,Kappa,Basketball Team,Basketball,South Africa,$19.2B,contact@kappa.com,585 991 787,https://www.kappa.com
Br-252,Kappa,Football Club,Basketball,Egypt,$21.6B,contact@kappa.com,376 887 788,https://www.kappa.com
Br-253,Kappa,Basketball Team,Footwear,Uganda,$35.9B,contact@kappa.com,1 063 514 143,https://www.kappa.com
Br-254,Kappa,National Team,Basketball,Nigeria,$42.7B,contact@kappa.com,1 457 116 935,https://www.kappa.com
Br-255,Kappa,National Team,National Team,Tunisia,$37.3B,contact@kappa.com,431 108 257,https://www.kappa.com
Br-256,Kappa,Football Club,Footwear,Senegal,$15.3B,contact@kappa.com,928 815 245,https://www.kappa.com
Br-257,Kappa,Basketball Team,Footwear,Tanzania,$45.9B,contact@kappa.com,1 419 299 328,https://www.kappa.com
Br-258,Kappa,Football Club,Basketball,Kenya,$46.8B,contact@kappa.com,2 466 617 491,https://www.kappa.com
Br-259,Kappa,Football Club,Sportswear,South Africa,$27.7B,contact@kappa.com,704 408 642,https://www.kappa.com
Br-260,Kappa,Basketball Team,Football Club,Nigeria,$22.9B,contact@kappa.com,525 779 249,https://www.kappa.com
Br-261,Kappa,National Team,National Team,Egypt,$47.2B,contact@kappa.com,1 635 733 744,https://www.kappa.com
Br-262,Kappa,Basketball Team,Basketball,Uganda,$38.2B,contact@kappa.com,1 495 373 026,https://www.kappa.com
Br-263,Kappa,National Team,Football Club,Tunisia,$11.7B,contact@kappa.com,2 558 901 857,https://www.kappa.com
Br-264,Kappa,Football Club,Footwear,Tanzania,$11.8B,contact@kappa.com,1 719 807 276,https://www.kappa.com
Br-265,Kappa,Football Club,Football Club,Senegal,$41.7B,contact@kappa.com,2 515 246 633,https://www.kappa.com
Br-266,Kappa,National Team,Football Club,Nigeria,$47.1B,contact@kappa.com,433 822 357,https://www.kappa.com
Br-267,Kappa,Basketball Team,Football Club,Uganda,$47.0B,contact@kappa.com,1 262 028 416,https://www.kappa.com
Br-268,Kappa,Football Club,National Team,Senegal,$38.5B,contact@kappa.com,2 306 272 651,https://www.kappa.com
Br-269,Kappa,National Team,Football Club,Kenya,$12.4B,contact@kappa.com,2 414 731 400,https://www.kappa.com
Br-270,Kappa,Basketball Team,National Team,Tanzania,$14.1B,contact@kappa.com,1 315 413 443,https://www.kappa.com
Br-271,Kappa,Basketball Team,Sportswear,Egypt,$23.4B,contact@kappa.com,1 934 403 494,https://www.kappa.com
Br-272,Kappa,Football Club,Basketball,Zambia,$7.3B,contact@kappa.com,761 794 208,https://www.kappa.com
Br-273,Kappa,Basketball Team,National Team,Ghana,$22.5B,contact@kappa.com,2 453 549 396,https://www.kappa.com
Br-274,Kappa,Basketball Team,National Team,Kenya,$45.2B,contact@kappa.com,1 786 973 315,https://www.kappa.com
Br-275,Kappa,Football Club,Footwear,Uganda,$35.5B,contact@kappa.com,752 811 163,https://www.kappa.com
Br-276,Kappa,Football Club,Football Club,Tanzania,$33.9B,contact@kappa.com,743 249 709,https://www.kappa.com
Br-277,Kappa,Basketball Team,Basketball,Nigeria,$16.3B,contact@kappa.com,369 923 586,https://www.kappa.com
Br-278,Kappa,Basketball Team,Football Club,Senegal,$22.8B,contact@kappa.com,1 581 772 073,https://www.kappa.com
Br-279,Kappa,Football Club,Football Club,Egypt,$23.0B,contact@kappa.com,1 984 421 021,https://www.kappa.com
Br-280,Kappa,Football Club,Footwear,South Africa,$17.6B,contact@kappa.com,1 102 817 927,https://www.kappa.com
Br-281,Kappa,Football Club,Footwear,Kenya,$20.3B,contact@kappa.com,525 694 012,https://www.kappa.com
Br-282,Kappa,Football Club,Footwear,Tanzania,$35.8B,contact@kappa.com,2 159 742 554,https://www.kappa.com
Br-283,Kappa,Football Club,Footwear,South Africa,$9.7B,contact@kappa.com,1 352 836 315,https://www.kappa.com
Br-284,Kappa,Football Club,Footwear,Uganda,$20.3B,contact@kappa.com,2 018 323 933,https://www.kappa.com
Br-285,Kappa,National Team,National Team,Algeria,$41.4B,contact@kappa.com,1 805 679 011,https://www.kappa.com
Br-286,Kappa,Football Club,Sportswear,Uganda,$47.4B,contact@kappa.com,2 557 629 850,https://www.kappa.com
Br-287,Kappa,National Team,Football Club,Senegal,$36.6B,contact@kappa.com,982 666 554,https://www.kappa.com
Br-288,Kappa,Football Club,Sportswear,Algeria,$14.9B,contact@kappa.com,1 874 093 768,https://www.kappa.com
Br-289,Kappa,Football Club,Sportswear,Zambia,$16.0B,contact@kappa.com,1 179 072 430,https://www.kappa.com
Br-290,Kappa,National Team,Football Club,Egypt,$39.3B,contact@kappa.com,684 325 202,https://www.kappa.com
Br-291,Kappa,National Team,Footwear,Zambia,$24.2B,contact@kappa.com,448 547 307,https://www.kappa.com
Br-292,Kappa,Basketball Team,Football Club,Ghana,$28.1B,contact@kappa.com,1 304 749 627,https://www.kappa.com
Br-293,Kappa,Football Club,Basketball,Tanzania,$21.4B,contact@kappa.com,1 368 917 920,https://www.kappa.com
Br-294,Kappa,National Team,Sportswear,Uganda,$42.8B,contact@kappa.com,2 085 976 455,https://www.kappa.com
Br-295,Kappa,National Team,Football Club,Uganda,$23.7B,contact@kappa.com,971 179 630,https://www.kappa.com
Br-296,Kappa,Football Club,Football Club,Algeria,$31.4B,contact@kappa.com,2 004 338 688,https://www.kappa.com
Br-297,Kappa,Basketball Team,Football Club,South Africa,$17.9B,contact@kappa.com,2 399 133 251,https://www.kappa.com
Br-298,Kappa,Basketball Team,National Team,Senegal,$7.8B,contact@kappa.com,1 113 393 315,https://www.kappa.com
Br-299,Kappa,National Team,Sportswear,Ghana,$32.1B,contact@kappa.com,1 722 032 419,https://www.kappa.com
Br-300,Kappa,National Team,Sportswear,Tanzania,$41.9B,contact@kappa.com,1 796 523 566,https://www.kappa.com
Br-301,Kappa,Football Club,National Team,Egypt,$14.9B,contact@kappa.com,2 342 999 532,https://www.kappa.com
Br-302,Kappa,National Team,Footwear,Tanzania,$30.3B,contact@kappa.com,2 535 314 066,https://www.kappa.com
Br-303,Kappa,National Team,National Team,Tanzania,$39.4B,contact@kappa.com,267 637 426,https://www.kappa.com
Br-304,Kappa,Basketball Team,Footwear,Egypt,$49.4B,contact@kappa.com,211 516 264,https://www.kappa.com
Br-305,Kappa,National Team,Basketball,Nigeria,$16.2B,contact@kappa.com,961 242 668,https://www.kappa.com
Br-306,Kappa,Basketball Team,Sportswear,Algeria,$8.9B,contact@kappa.com,1 354 026 389,https://www.kappa.com
Br-307,Kappa,National Team,Footwear,Zambia,$27.4B,contact@kappa.com,1 366 171 428,https://www.kappa.com
Br-308,Kappa,Football Club,Sportswear,Ghana,$5.7B,contact@kappa.com,715 701 129,https://www.kappa.com
Br-309,Kappa,Football Club,Football Club,Tanzania,$9.1B,contact@kappa.com,1 916 934 124,https://www.kappa.com
Br-310,Kappa,Basketball Team,Basketball,Nigeria,$35.0B,contact@kappa.com,2 132 785 675,https://www.kappa.com
Br-311,Kappa,National Team,Basketball,Nigeria,$39.1B,contact@kappa.com,472 977 316,https://www.kappa.com
Br-312,Le Coq Sportif,Football Club,Footwear,Zambia,$21.1B,contact@le coq sportif.com,502 558 236,https://www.le coq sportif.com
Br-313,Le Coq Sportif,National Team,National Team,Senegal,$49.3B,contact@le coq sportif.com,1 526 439 836,https://www.le coq sportif.com
Br-314,Le Coq Sportif,Football Club,Sportswear,Ghana,$9.3B,contact@le coq sportif.com,209 168 003,https://www.le coq sportif.com
Br-315,Le Coq Sportif,Basketball Team,Football Club,Kenya,$35.6B,contact@le coq sportif.com,561 439 248,https://www.le coq sportif.com
Br-316,Le Coq Sportif,Basketball Team,Basketball,Tunisia,$26.6B,contact@le coq sportif.com,2 326 613 751,https://www.le coq sportif.com
Br-317,Le Coq Sportif,Football Club,National Team,Zambia,$14.5B,contact@le coq sportif.com,1 178 652 455,https://www.le coq sportif.com
Br-318,Le Coq Sportif,Basketball Team,Basketball,Senegal,$34.9B,contact@le coq sportif.com,2 173 908 340,https://www.le coq sportif.com
Br-319,Le Coq Sportif,Football Club,Sportswear,South Africa,$47.1B,contact@le coq sportif.com,2 155 686 419,https://www.le coq sportif.com
Br-320,Le Coq Sportif,Football Club,Footwear,Kenya,$32.7B,contact@le coq sportif.com,212 036 601,https://www.le coq sportif.com
Br-321,Le Coq Sportif,Football Club,National Team,South Africa,$22.4B,contact@le coq sportif.com,752 607 943,https://www.le coq sportif.com
Br-322,Le Coq Sportif,Football Club,Footwear,Zambia,$37.4B,contact@le coq sportif.com,1 428 278 372,https://www.le coq sportif.com
Br-323,Le Coq Sportif,Basketball Team,National Team,Tanzania,$15.0B,contact@le coq sportif.com,895 782 281,https://www.le coq sportif.com
Br-324,Le Coq Sportif,National Team,Footwear,South Africa,$16.1B,contact@le coq sportif.com,1 836 879 541,https://www.le coq sportif.com
Br-325,Le Coq Sportif,Football Club,Basketball,Tanzania,$39.7B,contact@le coq sportif.com,1 638 021 625,https://www.le coq sportif.com
Br-326,Le Coq Sportif,National Team,Sportswear,Tanzania,$25.4B,contact@le coq sportif.com,582 653 066,https://www.le coq sportif.com
Br-327,Le Coq Sportif,National Team,Footwear,Ghana,$21.2B,contact@le coq sportif.com,482 617 227,https://www.le coq sportif.com
Br-328,Le Coq Sportif,National Team,Footwear,South Africa,$38.1B,contact@le coq sportif.com,1 488 001 402,https://www.le coq sportif.com
Br-329,Le Coq Sportif,Football Club,Football Club,Egypt,$13.7B,contact@le coq sportif.com,695 314 750,https://www.le coq sportif.com
Br-330,Le Coq Sportif,National Team,Footwear,Tunisia,$38.9B,contact@le coq sportif.com,2 088 651 459,https://www.le coq sportif.com
Br-331,Le Coq Sportif,Football Club,Footwear,Nigeria,$10.2B,contact@le coq sportif.com,2 037 037 283,https://www.le coq sportif.com
Br-332,Le Coq Sportif,Basketball Team,National Team,Algeria,$7.4B,contact@le coq sportif.com,916 499 595,https://www.le coq sportif.com
Br-333,Le Coq Sportif,Basketball Team,Basketball,Algeria,$37.5B,contact@le coq sportif.com,1 824 058 751,https://www.le coq sportif.com
Br-334,Le Coq Sportif,National Team,Basketball,South Africa,$34.8B,contact@le coq sportif.com,559 047 298,https://www.le coq sportif.com
Br-335,Le Coq Sportif,National Team,Basketball,South Africa,$46.2B,contact@le coq sportif.com,2 236 742 251,https://www.le coq sportif.com
Br-336,Le Coq Sportif,Football Club,Sportswear,Nigeria,$13.9B,contact@le coq sportif.com,485 264 379,https://www.le coq sportif.com
Br-337,Le Coq Sportif,Basketball Team,Sportswear,Tanzania,$32.0B,contact@le coq sportif.com,392 222 055,https://www.le coq sportif.com
Br-338,Le Coq Sportif,Football Club,Sportswear,Tanzania,$11.2B,contact@le coq sportif.com,2 219 295 889,https://www.le coq sportif.com
Br-339,Le Coq Sportif,Football Club,National Team,Zambia,$27.0B,contact@le coq sportif.com,611 255 074,https://www.le coq sportif.com
Br-340,Le Coq Sportif,National Team,National Team,South Africa,$23.8B,contact@le coq sportif.com,1 285 302 186,https://www.le coq sportif.com
Br-341,Le Coq Sportif,National Team,Sportswear,Senegal,$6.3B,contact@le coq sportif.com,1 717 225 899,https://www.le coq sportif.com
Br-342,Le Coq Sportif,National Team,National Team,Egypt,$7.1B,contact@le coq sportif.com,1 192 772 401,https://www.le coq sportif.com
Br-343,Le Coq Sportif,National Team,National Team,Algeria,$40.7B,contact@le coq sportif.com,1 872 106 042,https://www.le coq sportif.com
Br-344,Le Coq Sportif,Basketball Team,Basketball,Algeria,$29.8B,contact@le coq sportif.com,429 088 999,https://www.le coq sportif.com
Br-345,Le Coq Sportif,Football Club,Basketball,Uganda,$5.3B,contact@le coq sportif.com,2 547 961 176,https://www.le coq sportif.com
Br-346,Le Coq Sportif,Basketball Team,Footwear,Ghana,$39.8B,contact@le coq sportif.com,931 305 244,https://www.le coq sportif.com
Br-347,Le Coq Sportif,Football Club,Basketball,Senegal,$36.7B,contact@le coq sportif.com,957 379 596,https://www.le coq sportif.com
Br-348,Le Coq Sportif,Basketball Team,Sportswear,Egypt,$48.3B,contact@le coq sportif.com,712 723 101,https://www.le coq sportif.com
Br-349,Le Coq Sportif,Basketball Team,Basketball,Algeria,$24.4B,contact@le coq sportif.com,525 225 559,https://www.le coq sportif.com
Br-350,Le Coq Sportif,Basketball Team,Football Club,Egypt,$41.5B,contact@le coq sportif.com,1 467 621 442,https://www.le coq sportif.com
Br-351,Le Coq Sportif,National Team,National Team,Tanzania,$16.1B,contact@le coq sportif.com,412 076 598,https://www.le coq sportif.com
Br-352,Le Coq Sportif,Football Club,Basketball,Kenya,$48.0B,contact@le coq sportif.com,1 006 554 937,https://www.le coq sportif.com
Br-353,Le Coq Sportif,Football Club,Footwear,Tunisia,$11.0B,contact@le coq sportif.com,2 409 242 977,https://www.le coq sportif.com
Br-354,Le Coq Sportif,Basketball Team,Basketball,South Africa,$6.2B,contact@le coq sportif.com,2 424 511 558,https://www.le coq sportif.com
Br-355,Le Coq Sportif,National Team,National Team,Nigeria,$31.9B,contact@le coq sportif.com,489 641 997,https://www.le coq sportif.com
Br-356,Le Coq Sportif,National Team,National Team,Kenya,$22.6B,contact@le coq sportif.com,1 055 617 064,https://www.le coq sportif.com
Br-357,Le Coq Sportif,Football Club,Sportswear,South Africa,$37.0B,contact@le coq sportif.com,1 008 716 208,https://www.le coq sportif.com
Br-358,Le Coq Sportif,National Team,Footwear,Ghana,$34.1B,contact@le coq sportif.com,441 094 967,https://www.le coq sportif.com
Br-359,Le Coq Sportif,Football Club,Footwear,South Africa,$7.0B,contact@le coq sportif.com,765 114 430,https://www.le coq sportif.com
Br-360,Le Coq Sportif,Football Club,Football Club,South Africa,$24.8B,contact@le coq sportif.com,2 452 114 750,https://www.le coq sportif.com
Br-361,Le Coq Sportif,Football Club,Footwear,Senegal,$32.2B,contact@le coq sportif.com,863 638 316,https://www.le coq sportif.com
Br-362,Le Coq Sportif,National Team,Football Club,Zambia,$47.3B,contact@le coq sportif.com,713 501 847,https://www.le coq sportif.com
Br-363,Le Coq Sportif,Basketball Team,Football Club,Tanzania,$49.5B,contact@le coq sportif.com,625 014 109,https://www.le coq sportif.com
Br-364,Le Coq Sportif,Football Club,Sportswear,Senegal,$35.7B,contact@le coq sportif.com,1 009 196 581,https://www.le coq sportif.com
Br-365,Le Coq Sportif,Football Club,Sportswear,Algeria,$6.9B,contact@le coq sportif.com,2 026 434 200,https://www.le coq sportif.com
Br-366,Le Coq Sportif,National Team,Sportswear,Algeria,$35.3B,contact@le coq sportif.com,2 142 304 814,https://www.le coq sportif.com
Br-367,Le Coq Sportif,Basketball Team,Football Club,Nigeria,$18.0B,contact@le coq sportif.com,2 139 141 660,https://www.le coq sportif.com
Br-368,Le Coq Sportif,National Team,Football Club,Kenya,$13.2B,contact@le coq sportif.com,2 323 366 790,https://www.le coq sportif.com
Br-369,Le Coq Sportif,Basketball Team,Football Club,Senegal,$5.9B,contact@le coq sportif.com,936 645 964,https://www.le coq sportif.com
Br-370,Le Coq Sportif,Football Club,Football Club,Tanzania,$30.5B,contact@le coq sportif.com,1 051 026 547,https://www.le coq sportif.com
Br-371,Le Coq Sportif,National Team,Basketball,South Africa,$43.1B,contact@le coq sportif.com,551 385 307,https://www.le coq sportif.com
Br-372,Le Coq Sportif,National Team,Footwear,Algeria,$15.4B,contact@le coq sportif.com,2 514 162 933,https://www.le coq sportif.com
Br-373,Le Coq Sportif,Basketball Team,Footwear,Nigeria,$29.6B,contact@le coq sportif.com,1 175 344 181,https://www.le coq sportif.com
Br-374,Le Coq Sportif,Basketball Team,Basketball,Ghana,$18.1B,contact@le coq sportif.com,1 165 127 097,https://www.le coq sportif.com
Br-375,Le Coq Sportif,National Team,Football Club,Nigeria,$45.8B,contact@le coq sportif.com,477 401 287,https://www.le coq sportif.com
Br-376,Le Coq Sportif,Basketball Team,Footwear,Nigeria,$24.1B,contact@le coq sportif.com,1 094 683 525,https://www.le coq sportif.com
Br-377,Le Coq Sportif,Basketball Team,Football Club,Egypt,$37.8B,contact@le coq sportif.com,606 958 077,https://www.le coq sportif.com
Br-378,Le Coq Sportif,Basketball Team,Footwear,Uganda,$12.6B,contact@le coq sportif.com,369 657 445,https://www.le coq sportif.com
Br-379,Le Coq Sportif,Basketball Team,Basketball,Zambia,$47.3B,contact@le coq sportif.com,2 553 629 252,https://www.le coq sportif.com
Br-380,Le Coq Sportif,Basketball Team,Footwear,Ghana,$14.0B,contact@le coq sportif.com,317 215 131,https://www.le coq sportif.com
Br-381,Le Coq Sportif,Football Club,National Team,Tunisia,$16.7B,contact@le coq sportif.com,967 336 229,https://www.le coq sportif.com
Br-382,Le Coq Sportif,Basketball Team,Football Club,Algeria,$38.0B,contact@le coq sportif.com,1 011 343 518,https://www.le coq sportif.com
Br-383,Le Coq Sportif,Basketball Team,Basketball,Tunisia,$45.0B,contact@le coq sportif.com,2 365 547 443,https://www.le coq sportif.com
Br-384,Le Coq Sportif,Football Club,Footwear,Algeria,$21.5B,contact@le coq sportif.com,1 653 381 214,https://www.le coq sportif.com
Br-385,Le Coq Sportif,National Team,Basketball,Senegal,$7.0B,contact@le coq sportif.com,2 559 228 020,https://www.le coq sportif.com
Br-386,Le Coq Sportif,Basketball Team,Sportswear,Algeria,$14.2B,contact@le coq sportif.com,392 584 937,https://www.le coq sportif.com
Br-387,Le Coq Sportif,Football Club,Basketball,South Africa,$27.1B,contact@le coq sportif.com,1 025 364 270,https://www.le coq sportif.com
Br-388,Le Coq Sportif,National Team,Sportswear,Uganda,$38.5B,contact@le coq sportif.com,1 875 589 276,https://www.le coq sportif.com
Br-389,Le Coq Sportif,Football Club,Basketball,Zambia,$36.2B,contact@le coq sportif.com,2 261 613 554,https://www.le coq sportif.com
Br-390,Le Coq Sportif,Basketball Team,Footwear,Tunisia,$33.7B,contact@le coq sportif.com,1 487 273 550,https://www.le coq sportif.com
Br-391,Le Coq Sportif,Football Club,Football Club,Senegal,$35.7B,contact@le coq sportif.com,1 533 502 134,https://www.le coq sportif.com
Br-392,Le Coq Sportif,Football Club,National Team,Nigeria,$16.9B,contact@le coq sportif.com,692 142 003,https://www.le coq sportif.com
Br-393,Masita,National Team,Basketball,Algeria,$45.6B,contact@masita.com,1 645 808 818,https://www.masita.com
Br-394,Masita,National Team,Footwear,Uganda,$45.9B,contact@masita.com,1 775 679 039,https://www.masita.com
Br-395,Masita,National Team,Football Club,Egypt,$18.1B,contact@masita.com,332 575 081,https://www.masita.com
Br-396,Masita,Basketball Team,Football Club,Kenya,$40.3B,contact@masita.com,2 271 054 415,https://www.masita.com
Br-397,Masita,Football Club,National Team,Nigeria,$38.0B,contact@masita.com,1 345 224 280,https://www.masita.com
Br-398,Masita,Basketball Team,Football Club,Zambia,$16.9B,contact@masita.com,765 305 473,https://www.masita.com
Br-399,Masita,National Team,Basketball,Kenya,$35.2B,contact@masita.com,1 713 733 385,https://www.masita.com
Br-400,Masita,Basketball Team,Footwear,Algeria,$30.5B,contact@masita.com,1 132 582 262,https://www.masita.com
Br-401,Masita,National Team,Sportswear,Kenya,$45.0B,contact@masita.com,1 908 925 166,https://www.masita.com
Br-402,Masita,Football Club,National Team,Uganda,$43.9B,contact@masita.com,1 756 546 092,https://www.masita.com
Br-403,Masita,National Team,Basketball,Nigeria,$37.6B,contact@masita.com,1 358 911 865,https://www.masita.com
Br-404,Masita,Basketball Team,Footwear,South Africa,$18.6B,contact@masita.com,1 009 069 903,https://www.masita.com
Br-405,Masita,Basketball Team,Basketball,Zambia,$46.3B,contact@masita.com,644 748 716,https://www.masita.com
Br-406,Masita,Football Club,Sportswear,Senegal,$47.0B,contact@masita.com,581 633 634,https://www.masita.com
Br-407,Masita,Football Club,National Team,Zambia,$17.0B,contact@masita.com,1 071 258 498,https://www.masita.com
Br-408,Masita,National Team,Basketball,Tanzania,$47.6B,contact@masita.com,2 278 897 789,https://www.masita.com
Br-409,Masita,Football Club,Football Club,Ghana,$15.5B,contact@masita.com,1 568 058 351,https://www.masita.com
Br-410,Masita,National Team,Football Club,Egypt,$29.4B,contact@masita.com,1 223 223 431,https://www.masita.com
Br-411,Masita,National Team,Sportswear,Egypt,$23.6B,contact@masita.com,2 411 252 849,https://www.masita.com
Br-412,Masita,National Team,Footwear,Algeria,$32.9B,contact@masita.com,1 201 898 463,https://www.masita.com
Br-413,Masita,Football Club,National Team,Senegal,$49.4B,contact@masita.com,763 074 365,https://www.masita.com
Br-414,Masita,Basketball Team,Football Club,Senegal,$12.7B,contact@masita.com,1 195 577 148,https://www.masita.com
Br-415,Masita,Basketball Team,Footwear,Egypt,$47.9B,contact@masita.com,1 202 688 202,https://www.masita.com
Br-416,Masita,National Team,Football Club,Senegal,$45.5B,contact@masita.com,1 391 115 818,https://www.masita.com
Br-417,Masita,National Team,National Team,Nigeria,$7.0B,contact@masita.com,1 998 967 434,https://www.masita.com
Br-418,Masita,National Team,Football Club,Algeria,$14.8B,contact@masita.com,2 486 635 253,https://www.masita.com
Br-419,Masita,Basketball Team,Sportswear,Nigeria,$15.3B,contact@masita.com,909 457 406,https://www.masita.com
Br-420,Masita,Football Club,National Team,South Africa,$7.8B,contact@masita.com,2 275 423 418,https://www.masita.com
Br-421,Masita,Football Club,Basketball,Uganda,$27.0B,contact@masita.com,847 705 835,https://www.masita.com
Br-422,Masita,Football Club,Sportswear,Tunisia,$33.4B,contact@masita.com,322 156 088,https://www.masita.com
Br-423,Masita,Basketball Team,Basketball,Algeria,$29.0B,contact@masita.com,1 386 607 931,https://www.masita.com
Br-424,Masita,Football Club,Sportswear,South Africa,$34.9B,contact@masita.com,2 427 573 356,https://www.masita.com
Br-425,Masita,Football Club,Sportswear,Tunisia,$37.8B,contact@masita.com,1 119 514 416,https://www.masita.com
Br-426,Masita,Basketball Team,Basketball,Zambia,$7.1B,contact@masita.com,2 158 039 877,https://www.masita.com
Br-427,Masita,Football Club,Basketball,Egypt,$49.5B,contact@masita.com,462 605 720,https://www.masita.com
Br-428,Masita,Basketball Team,Footwear,Tunisia,$41.6B,contact@masita.com,1 604 423 921,https://www.masita.com
Br-429,Masita,Football Club,Basketball,Tanzania,$36.6B,contact@masita.com,2 095 453 219,https://www.masita.com
Br-430,Masita,Basketball Team,Sportswear,Egypt,$29.5B,contact@masita.com,981 543 735,https://www.masita.com
Br-431,Masita,Football Club,Footwear,Zambia,$25.5B,contact@masita.com,275 366 513,https://www.masita.com
Br-432,Masita,Basketball Team,Footwear,Kenya,$46.0B,contact@masita.com,1 472 636 060,https://www.masita.com
Br-433,Masita,National Team,Basketball,Senegal,$47.1B,contact@masita.com,771 379 174,https://www.masita.com
Br-434,Masita,Basketball Team,Basketball,Algeria,$41.1B,contact@masita.com,2 405 358 270,https://www.masita.com
Br-435,Masita,National Team,Footwear,Senegal,$20.3B,contact@masita.com,1 806 728 711,https://www.masita.com
Br-436,Masita,Basketball Team,National Team,Kenya,$39.5B,contact@masita.com,268 763 786,https://www.masita.com
Br-437,Masita,National Team,Basketball,Tunisia,$14.6B,contact@masita.com,2 387 142 072,https://www.masita.com
Br-438,Masita,Football Club,Basketball,Nigeria,$18.2B,contact@masita.com,901 083 217,https://www.masita.com
Br-439,Masita,Basketball Team,National Team,Ghana,$22.8B,contact@masita.com,954 047 714,https://www.masita.com
Br-440,Masita,Basketball Team,Football Club,Kenya,$46.7B,contact@masita.com,297 804 249,https://www.masita.com
Br-441,Masita,Football Club,National Team,Senegal,$34.2B,contact@masita.com,1 905 518 293,https://www.masita.com
Br-442,Masita,National Team,Footwear,Ghana,$22.3B,contact@masita.com,1 918 691 630,https://www.masita.com
Br-443,Masita,Basketball Team,National Team,Kenya,$25.9B,contact@masita.com,506 233 755,https://www.masita.com
Br-444,Masita,Basketball Team,Football Club,South Africa,$40.1B,contact@masita.com,2 362 717 382,https://www.masita.com
Br-445,Masita,National Team,Footwear,Tunisia,$13.2B,contact@masita.com,221 608 016,https://www.masita.com
Br-446,Masita,Football Club,Football Club,Nigeria,$13.0B,contact@masita.com,2 392 002 270,https://www.masita.com
Br-447,Masita,Basketball Team,Footwear,Algeria,$33.7B,contact@masita.com,574 794 001,https://www.masita.com
Br-448,Masita,Basketball Team,National Team,Kenya,$37.0B,contact@masita.com,2 544 512 813,https://www.masita.com
Br-449,Masita,Basketball Team,Footwear,Zambia,$20.7B,contact@masita.com,2 361 717 510,https://www.masita.com
Br-450,Masita,National Team,Sportswear,Nigeria,$15.5B,contact@masita.com,1 878 731 151,https://www.masita.com
Br-451,Masita,National Team,Basketball,South Africa,$48.8B,contact@masita.com,1 301 611 337,https://www.masita.com
Br-452,Masita,Football Club,Football Club,Nigeria,$15.5B,contact@masita.com,1 952 043 005,https://www.masita.com
Br-453,Masita,Basketball Team,National Team,Nigeria,$31.2B,contact@masita.com,779 913 771,https://www.masita.com
Br-454,Masita,Football Club,National Team,Uganda,$10.8B,contact@masita.com,2 067 894 194,https://www.masita.com
Br-455,Masita,National Team,Sportswear,Tunisia,$36.1B,contact@masita.com,1 072 341 589,https://www.masita.com
Br-456,Masita,Football Club,National Team,Tanzania,$42.8B,contact@masita.com,1 496 597 685,https://www.masita.com
Br-457,Masita,National Team,Basketball,South Africa,$16.4B,contact@masita.com,1 699 996 345,https://www.masita.com
Br-458,Masita,National Team,Football Club,South Africa,$19.2B,contact@masita.com,1 435 881 185,https://www.masita.com
Br-459,Masita,Football Club,Sportswear,Algeria,$10.7B,contact@masita.com,2 171 321 722,https://www.masita.com
Br-460,Masita,Basketball Team,Footwear,Senegal,$37.8B,contact@masita.com,1 917 088 916,https://www.masita.com
Br-461,Masita,Football Club,Footwear,Nigeria,$34.4B,contact@masita.com,292 487 789,https://www.masita.com
Br-462,Masita,Basketball Team,National Team,South Africa,$47.2B,contact@masita.com,2 224 806 798,https://www.masita.com
Br-463,Masita,National Team,Footwear,Algeria,$31.3B,contact@masita.com,2 042 324 774,https://www.masita.com
Br-464,Masita,Basketball Team,National Team,Senegal,$42.3B,contact@masita.com,2 221 382 318,https://www.masita.com
Br-465,Masita,National Team,Basketball,Tanzania,$44.9B,contact@masita.com,438 217 150,https://www.masita.com
